IncidentName,CreateDate
Shell - Fallon,2020/09/29 18:23:47
Sloan 27,2020/09/29 18:26:11
Liscom,2020/09/29 19:04:02
Lake - Fallon,2020/09/29 19:27:03
Armells - Rosebud,2020/09/29 20:13:10
Old Highway 10 - Rosebud,2020/09/29 20:18:16
Lion Creek,2020/09/29 21:26:30
Hess Springs,2020/09/29 16:11:14
Big Basin,2020/09/29 18:42:44
Soldier,2020/09/30 00:11:55
Bobcat,2020/09/26 23:53:47
Neffs,2020/09/30 10:15:45
Martindale,2020/09/30 20:39:31
Woodhead,2020/10/01 12:26:06
West Brush Creek,2020/10/01 19:43:55
MM18 HWY95,2020/10/01 22:09:16
Bryan Mountain,2020/10/02 21:56:19
Cow Canyon,2020/10/02 22:15:59
FLUCKEY,2020/08/06 01:11:13
Hardy,2020/10/03 16:04:23
Dry Lake 2,2020/10/04 00:22:47
Trap,2020/10/03 20:43:41
August Complex South Zone,2020/10/01 04:56:57
Perry,2020/10/04 04:23:01
Lava Ridge,2020/10/04 14:59:48
Shovel,2020/10/04 20:23:41
Cherry Creek,2020/10/03 01:41:56
Ducky,2020/10/05 18:34:51
PATERSON,2020/10/05 19:05:28
Mm185,2020/10/05 18:55:54
Mm184,2020/10/05 19:43:00
Hydro,2020/10/06 00:54:20
Berger,2020/10/06 02:14:28
Zogg,2020/10/06 05:08:04
Baccarat,2020/10/06 14:36:31
Beachie Creek,2020/10/06 13:04:27
Archie Creek,2020/09/26 19:28:16
Baker,2020/10/06 15:33:38
Wawawai Canyon,2020/10/06 20:42:25
Greenway fire,2020/10/06 22:20:18
Bench Lake,2020/10/06 23:25:07
Cheyenne,2020/10/07 00:54:55
Mule,2020/10/07 03:00:01
Lionshead,2020/10/07 18:48:24
SC Mystery Road,2020/10/08 14:01:28
Kahlotus,2020/10/08 15:51:15
GERBER,2020/10/08 18:40:39
Burley,2020/10/08 19:15:12
DRUMHELLER NORTHEAST,2020/10/08 19:16:44
Fork,2020/10/08 20:19:14
Sloan 24,2020/09/04 22:08:54
Dry 2,2020/10/08 22:36:14
COBRE,2020/10/08 22:49:47
Deep Creek,2020/10/07 23:35:06
Haystack,2020/10/09 18:21:26
Little Butte,2020/10/09 19:25:49
Glass,2020/10/09 20:23:04
White Lake,2020/10/10 15:19:33
Wedge Butte,2020/10/10 15:25:15
Five Mile,2020/10/10 18:15:03
Eagle View ,2020/10/10 19:58:46
White,2020/10/12 00:11:05
Connor Summit,2020/10/12 17:55:23
Buggy Springs,2020/10/12 22:51:32
Gopher - Dawson,2020/10/13 16:01:22
Stuck - Dawson,2020/10/13 16:10:03
MM 132,2020/10/11 21:05:38
Wolf,2020/10/13 16:27:51
Wet Creek - Dawson,2020/10/13 16:33:17
Divide,2020/10/13 20:37:42
Box Car,2020/10/13 21:51:46
Riverside,2020/10/14 00:02:57
Rhoades Canyon 2,2020/10/14 10:50:50
Rice,2020/10/14 14:50:27
Snider,2020/10/14 14:23:49
Oil,2020/10/14 15:04:07
Kaibab Gulch,2020/10/14 17:04:05
CHIKAMIN,2020/10/14 18:45:06
FS Flats 1,2020/10/13 23:41:33
Penstemon,2020/10/14 18:16:32
Mullen,2020/10/15 09:38:36
BELL,2020/10/12 23:25:05
BULLFROG,2020/10/07 00:10:05
RIDGE,2020/10/15 00:00:04
WOLFSEN,2020/10/13 00:40:05
COYOTE,2020/07/28 00:15:04
Yogo,2020/10/16 00:35:58
Red Salmon Complex,2020/10/16 15:17:24
Rowland,2020/10/16 17:51:11
Devil,2020/10/18 01:21:17
Fire Canyon,2020/10/17 18:00:03
Range,2020/10/18 16:56:19
Picket,2020/10/19 13:13:24
West Fork ,2020/10/19 15:02:52
Ironwood,2020/10/20 00:05:00
Coleman,2020/10/20 05:25:01
Lookout Mtn,2020/10/19 17:33:38
Rattlesnake,2020/10/19 23:21:46
ROSE CREEK ,2020/10/19 20:45:54
Fox Creek,2020/10/20 22:29:07
Lefthand,2020/10/21 09:59:46
Horse,2020/10/21 13:45:11
Bear,2020/07/28 01:01:53
Doe Canyon,2020/10/20 17:37:19
Grebe - Rosebud,2020/10/21 20:45:25
Boxelder,2020/10/21 20:56:52
Sunday - Custer,2020/10/21 21:02:29
Highway 12 - Custer,2020/10/21 21:17:38
Indian Rocks,2020/10/21 22:15:20
Habanero,2020/10/22 16:30:28
 Mule,2020/10/22 16:30:01
La Madre,2020/10/22 22:04:59
Center Creek Trail,2020/10/23 00:01:18
MM 55,2020/10/23 02:33:55
Horse,2020/10/23 14:45:09
Slater,2020/10/23 16:11:42
CATALINA ,2020/10/23 19:05:48
Middle Fork,2020/10/23 22:38:56
August Complex South Zone,2020/10/24 01:20:29
Calwood,2020/10/25 05:10:52
Trail,2020/10/25 22:38:51
Luna,2020/10/26 05:19:22
 RACE TRACK,2020/10/26 22:55:22
Point,2020/10/27 19:38:47
Williams Fork,2020/10/27 20:46:18
East Troublesome,2020/10/27 20:46:55
Mica Bowl,2020/10/27 20:58:40
Spud Rock,2020/10/27 20:58:40
Lemon,2020/10/28 14:28:04
Rez,2020/10/10 23:35:05
Mine,2020/10/28 21:05:54
MM21 I15,2020/10/28 21:05:54
White Sage,2020/10/16 01:00:04
TRAIL TANK,2020/09/11 14:48:48
Lizard Point,2020/10/28 23:13:49
Purgatory,2020/10/28 23:13:49
Santa Clara,2020/07/14 16:23:14
52,2020/10/29 21:15:04
Cameron Peak,2020/10/31 00:12:23
Creek,2020/10/31 16:59:37
East Fork,2020/11/01 14:21:14
Burnt Basin,2020/11/01 18:14:08
Silverado,2020/11/02 02:00:57
Blue Ridge,2020/11/02 02:00:58
KLAUS ,2020/11/02 17:16:40
Jordan,2020/11/02 17:37:50
August Complex North Zone,2020/10/19 14:10:48
COWBOY,2020/11/02 20:05:18
ROUND VALLEY,2020/11/02 22:47:28
Castle,2020/10/08 13:43:30
Raft River,2020/11/03 17:07:31
Poison Flat,2020/11/03 17:41:55
OLD GLORY,2020/11/03 18:23:52
Pioneer,2020/11/04 20:04:31
Lamb,2020/11/02 00:17:48
BADGER CREEK,2020/11/05 18:45:11
RA 3 ADA CO,2020/11/05 21:47:47
Grassy,2020/11/06 18:35:11
Crystal Creek,2020/11/06 19:53:34
LESLIE GULCH ,2020/11/06 02:00:04
Wildhorse Creek,2020/11/06 21:53:51
Hidden Lake,2020/11/06 23:03:09
Sloan 29,2020/11/06 23:54:36
Weber Canyon ,2020/11/07 15:15:04
CAMP,2020/11/09 19:03:02
HIGHWAY 10,2020/11/09 20:39:07
FINLEY ROAD,2020/11/09 22:17:51
LAKE HIAWATHA,2020/11/09 23:02:05
Lemhi County Assist #2,2020/11/10 16:36:49
North Juniper,2020/11/10 16:45:02
MM 49,2020/09/14 17:30:26
Columbia,2020/10/21 16:43:06
Sandy,2020/11/12 21:58:49
WOODARD,2020/11/13 16:21:33
Cook,2020/11/13 18:31:23
Moraine,2020/11/16 17:01:27
BEVERLY BURKE,2020/11/10 17:11:56
15-11,2020/11/17 17:57:08
North Nixon ,2020/11/17 18:59:58
HENNESSEY,2020/11/17 18:22:04
15-14,2020/11/17 18:19:08
15-4,2020/11/17 18:08:09
WALLBRIDGE,2020/11/17 18:34:49
Derby Dam,2020/11/18 19:42:16
Mule Springs 4,2020/08/13 18:18:46
MORGAN LAKE,2020/11/18 22:41:04
STAYMAN FLATS,2020/11/18 22:50:25
TRAILER,2020/11/19 00:22:54
LAURA 2,2020/11/17 20:05:07
TORNADO,2020/11/19 23:50:06
MARR,2020/07/10 20:21:35
Sulphur,2020/11/23 17:46:34
C-102,2020/09/16 20:41:55
BLUE LAKE ONE,2020/11/24 23:59:20
Stonehouse,2020/11/25 15:29:16
Bascomb 2,2020/11/18 17:35:06
Bascomb,2020/11/09 19:35:04
Stansbury Trail,2020/12/01 17:34:53
Rocky,2020/11/02 16:17:12
Mile 27 Fire,2020/08/13 18:21:25
Mile Marker 63,2020/08/13 18:21:39
SC White Oak,2020/10/08 14:03:12
Pinehaven,2020/11/20 19:42:32
Cow,2020/08/06 18:07:56
Fortymile,2020/08/13 18:19:58
 CHANDLER,2020/11/09 20:08:54
GRANDVIEW,2020/11/09 19:08:52
DENNIS ROAD,2020/11/09 20:01:25
Pine Shadow,2020/11/18 16:55:07
Wolf,2020/12/04 22:39:11
BlueJay,2020/12/04 22:53:38
North Whizz Dome,2020/12/04 23:01:06
Airport,2020/12/05 04:01:50
ROCK BLUFF,2020/12/07 23:25:16
MARSH UNIT 3,2020/12/07 23:31:24
Bond,2020/12/08 15:50:59
Iron Gate,2020/09/14 17:30:26
MILL POND,2020/07/10 20:26:19
MATHEWS LAKE,2020/07/10 20:26:07
Little Sandy,2020/07/10 20:23:27
ALDER CREEK 0376 RN,2020/07/10 20:26:50
Clover Flat,2020/07/11 20:57:25
0364 RN,2020/07/11 14:34:21
SpotFireAD,2020/07/10 20:21:48
163,2020/07/10 20:22:12
FLETT LOOP,2020/07/10 20:26:07
0369 RN,2020/07/28 21:21:01
360 NE,2020/07/13 19:49:37
Car,2020/07/01 21:20:33
WATERMELON HILL,2020/10/08 17:27:10
ROCKY POINT,2020/07/10 20:25:09
Yamsi,2020/07/10 20:25:45
ANDERSON RELATED TO 291,2020/07/10 20:26:01
0370 RN,2020/07/28 21:52:27
OLD VANTAGE ROAD,2020/10/08 18:59:55
SOUP CREEK,2020/08/01 18:54:22
SUNSET,2020/07/13 21:33:27
JACOBSON GULCH,2020/08/09 17:36:45
OAK RIDGE DRIVE,2020/07/10 20:23:00
LOC-Union Valley,2020/07/13 19:52:34
Dispersed,2020/07/10 20:23:35
LMUMA CREEK,2020/11/09 23:50:51
GIBBON,2020/07/09 15:05:40
ROCK CASTLE,2020/07/10 20:22:22
0378 NE ,2020/07/13 19:27:20
Out,2020/07/10 20:26:41
HAY CANYON,2020/07/13 19:50:55
GUN RANGE,2020/11/24 20:37:14
Buzzard,2020/11/06 23:50:04
Six Mile,2020/11/27 15:27:13
ANTELOPE FLAT,2020/10/29 22:04:12
French Creek,2020/09/26 19:28:16
BIG HORN,2020/07/08 21:40:49
Busch,2020/07/10 20:23:20
Crystal,2020/08/06 08:40:04
WEBBER SPRINGS,2020/11/10 16:41:49
Memorial,2020/07/20 16:50:04
Rattlesnake,2020/12/11 22:22:36
Mahogany,2020/08/13 18:23:21
Center Mountain,2020/08/13 18:19:13
Swan Lake,2020/12/15 19:24:15
111,2020/12/15 21:26:44
Worthington ,2020/11/17 15:47:12
APPLE,2020/08/01 00:00:04
MM3 HWY17,2020/12/16 22:46:46
